@relation higgs

@attribute mll numeric
@attribute mjj numeric
@attribute met-phi_centrality numeric
@attribute mt numeric
@attribute DYjj numeric
@attribute sumMlj numeric
@attribute dphill numeric
@attribute contOLV numeric
@attribute ptTotal numeric
@attribute label {-1, 1}

@data
0.20975,0.25322,0.4945,0.31264,0.29429,0.24025,0.03164,0.40967,0.3108,-1
0.14527,0.36583,0.55032,0.17784,0.38307,0.46763,0.10506,0.68071,0.44997,-1
0.19649,0.15872,0.60156,0.20794,0.3173,0.21694,0.24681,0.76851,0.08098,-1
0.1792,0.46605,0.37051,0.22948,0.50272,0.22742,0.43232,0.17835,0.12763,-1
0.15588,0.2199,0.22416,0.35954,0.41607,0.28875,0.12983,0.29783,0.04485,-1
0.33307,0.76928,0.83427,0.20704,0.57385,0.57804,0.03437,0.51413,0.21377,-1
0.12167,0.25532,0.34749,0.13733,0.48005,0.24257,0.18157,0.37874,0.1334,-1
0.2183,0.63179,0.22906,0.29092,0.72256,0.41109,0.26188,0.33659,0.19415,-1
0.15354,0.79477,0.73822,0.13914,0.51942,0.4571,0.33539,0.73384,0.32939,-1
0.31178,0.454,0.89308,0.18218,0.37858,0.43283,0.24885,0.6373,0.20287,-1
0.20027,1.37661,0.18147,0.17812,0.80421,0.65019,0.56365,0.61871,0.25871,-1
0.16184,0.54398,0.64028,0.17827,0.51569,0.43887,0.14495,0.16878,0.3021,-1
0.09567,0.74229,0.68483,0.0896,0.50425,0.40335,0.1325,0.04692,0.22898,-1
0.15489,0.13274,0.53568,0.3196,0.10063,0.14117,0.31317,0.54907,0.25889,-1
0.12158,0.62244,0.5224,0.15553,0.63455,0.36107,0.03712,0.08712,0.42457,-1
0.16923,0.35391,0.18882,0.29141,0.52666,0.17758,0.29565,0.26035,0.26828,-1
0.17054,0.12903,0.79075,0.11104,0.15362,0.19333,0.13112,0.60047,0.21075,-1
0.2389,0.3675,0.55874,0.16329,0.54601,0.27293,0.42428,0.05309,0.22218,-1
0.24883,0.54821,0.24371,0.3322,0.63725,0.24925,0.65323,0.2014,0.37759,-1
0.09537,0.54876,0.43805,0.27738,0.67528,0.24462,0.14532,0.24126,0.16259,-1
0.11658,0.43754,0.86546,0.10296,0.46043,0.25913,0.22702,0.24928,0.25194,-1
0.1297,0.96225,0.42965,0.33806,0.62898,0.35731,0.06859,0.15335,0.06417,-1
0.0849,0.11759,0.66975,0.06437,0.25661,0.21258,0.06234,0.18659,0.18476,-1
0.15184,0.10508,0.49945,0.2642,0.25425,0.20474,0.14999,0.20342,0.07246,-1
0.12373,0.37134,0.16973,0.15656,0.40395,0.21778,0.258,0.24407,0.22007,-1
0.23839,0.52389,0.36841,0.25009,0.62338,0.30971,0.36036,0.11761,0.13797,-1
0.10816,0.55086,0.49531,0.24997,0.59014,0.43579,0.14174,0.65028,0.42223,-1
0.11866,0.27284,0.46397,0.31417,0.41946,0.30855,0.13273,0.49572,0.09136,-1
0.07701,0.22126,0.47158,0.23636,0.35133,0.17,0.07402,0.14624,0.17228,-1
0.1467,0.86642,0.69969,0.20921,0.51242,0.45614,0.17806,0.39839,0.00038,-1
0.1136,0.3965,0.6666,0.09174,0.4765,0.3905,0.09469,0.48442,0.3521,-1
0.14532,0.15104,0.55889,0.22757,0.3782,0.20199,0.18807,0.06214,0.38734,-1
0.14684,0.44909,0.54103,0.14196,0.51491,0.3029,0.11062,0.25968,0.35816,-1
0.0947,0.61701,0.52475,0.07638,0.38727,0.36703,0.05451,0.72842,0.21567,-1
0.2089,1.02269,0.12613,0.25503,0.78957,0.30975,0.72281,0.04499,0.18943,-1
0.09463,0.30828,0.65097,0.07652,0.35335,0.2548,0.14045,0.68104,0.41393,-1
0.20291,0.4856,0.30852,0.18609,0.50175,0.35942,0.2351,0.30828,0.25487,-1
0.14932,0.25057,0.51972,0.21664,0.27949,0.36929,0.06448,0.65294,0.31335,-1
0.16039,0.43286,0.57238,0.11073,0.47821,0.39455,0.04269,0.29291,0.17722,-1
0.16374,0.48633,0.19069,0.31788,0.67097,0.26598,0.29043,0.14801,0.16273,-1
0.18636,0.18776,0.77671,0.16546,0.28202,0.25795,0.2286,0.47483,0.38096,-1
0.20193,0.11887,0.578,0.25653,0.27075,0.22108,0.20784,0.69548,0.06422,-1
0.20503,0.13502,0.10025,0.24779,0.39766,0.1311,0.47032,0.48456,0.59373,-1
0.39612,0.61403,0.6871,0.29007,0.53351,0.46153,0.11065,0.26842,0.04437,-1
0.19029,1.26128,0.69798,0.19903,0.71123,0.42249,0.32712,0.16855,0.37899,-1
0.22539,0.24283,0.39123,0.35017,0.32188,0.21257,0.2204,0.36912,0.30506,-1
0.32678,0.38983,0.04994,0.18612,0.44989,0.24133,0.76465,0.3636,0.19042,-1
0.23976,0.3784,0.50514,0.18324,0.34237,0.26864,0.24037,0.38167,0.41041,-1
0.16855,0.11203,0.47416,0.21174,0.25676,0.14902,0.1954,0.29086,0.14199,-1
0.07898,0.3238,0.58737,0.06526,0.45951,0.33338,0.03655,0.3615,0.26142,-1
0.14192,0.35832,0.50246,0.17465,0.47775,0.32926,0.01581,0.49672,0.3524,-1
0.249,0.99458,0.66325,0.25813,0.76825,0.36149,0.40533,0.15694,0.19313,-1
0.33906,0.44403,0.05223,0.26212,0.56748,0.24913,0.91522,0.19662,0.21661,-1
0.22785,0.21578,0.42237,0.37729,0.33264,0.34659,0.12645,0.16881,0.12563,-1
0.30822,0.22756,0.06765,0.22209,0.51553,0.20971,0.44299,0.33317,0.21208,-1
0.14202,0.21501,0.30658,0.18178,0.52271,0.14293,0.41826,0.10603,0.49368,-1
0.28267,0.17495,0.59684,0.33007,0.29201,0.21965,0.37037,0.57163,0.03303,-1
0.28615,0.12074,0.31131,0.28975,0.22732,0.13025,0.50846,0.55472,0.22116,-1
0.08966,0.23627,0.51721,0.15411,0.38229,0.19086,0.08789,0.14529,0.24164,-1
0.07126,0.2842,0.47282,0.20894,0.46602,0.21048,0.13982,0.19848,0.37785,-1
0.27595,0.49179,0.69488,0.29446,0.56677,0.30081,0.4164,0.13334,0.48043,-1
0.26613,0.33336,0.70438,0.1398,0.38071,0.40227,0.02989,0.1774,0.35035,-1
0.26905,0.30288,0.60786,0.21082,0.45006,0.21341,0.4495,0.31879,0.19828,-1
0.28536,0.20289,0.72227,0.22402,0.25475,0.24507,0.13207,0.58515,0.26476,-1
0.10962,0.16808,0.13709,0.23973,0.42587,0.14333,0.21528,0.078,0.14435,-1
0.16067,0.44938,0.87496,0.11202,0.38184,0.29793,0.20941,0.09956,0.87377,-1
0.10266,0.71217,0.41893,0.32424,0.77126,0.36538,0.14291,0.07271,0.27838,-1
0.15796,0.7252,0.55246,0.18467,0.47966,0.5202,0.03847,0.5835,0.20528,-1
0.16401,0.95292,0.8279,0.10564,0.51802,0.44926,0.22538,0.22177,0.14784,-1
0.17083,0.4494,0.50597,0.11367,0.52814,0.35602,0.03917,0.43235,0.21839,-1
0.14338,0.4257,0.50709,0.27148,0.46202,0.28421,0.01939,0.23315,0.19332,-1
0.06951,0.51903,0.56439,0.10801,0.5824,0.23633,0.1311,0.21519,0.45076,-1
0.20123,0.48113,0.05581,0.32179,0.45045,0.36104,0.15046,0.12139,0.35835,-1
0.17769,0.2813,0.44623,0.27815,0.47574,0.29962,0.08585,0.26967,0.33478,-1
0.09695,1.25677,0.83588,0.0504,0.49882,0.69204,0.09299,0.59872,0.193,-1
0.12141,0.13476,0.54253,0.11648,0.37753,0.18924,0.15942,0.35903,0.31978,-1
0.10846,0.24194,0.72089,0.12328,0.3458,0.24094,0.15754,0.43862,0.04029,-1
0.11387,0.72308,0.55297,0.09714,0.73776,0.25389,0.05068,0.16621,0.07478,-1
0.29303,0.58605,0.47929,0.31275,0.50219,0.56425,0.06638,0.48295,0.2987,-1
0.15737,0.63546,0.57373,0.12707,0.63101,0.33527,0.24389,0.24491,0.08227,-1
0.20966,0.07036,0.26463,0.31043,0.11916,0.08887,0.55404,0.29347,0.16742,-1
0.07457,0.37023,0.54097,0.07322,0.60858,0.25755,0.0341,0.06597,0.44119,-1
0.07168,0.38663,0.24006,0.12538,0.4948,0.2592,0.17287,0.6303,0.13295,-1
0.12224,0.44692,0.34535,0.28878,0.47815,0.19559,0.35291,0.13217,0.1789,-1
0.06903,0.25537,0.50851,0.27426,0.28891,0.27355,0.02222,0.25635,0.26407,-1
0.38469,0.08932,0.81988,0.2803,0.29587,0.13566,0.73957,0.346,0.23462,-1
0.26829,0.26106,0.63395,0.24591,0.35536,0.26012,0.2223,0.40861,0.3618,-1
0.23436,0.73764,0.52481,0.40866,0.59736,0.51884,0.11091,0.52728,0.47337,-1
0.28546,0.15452,0.11543,0.29056,0.38145,0.14043,0.41774,0.47243,0.14222,-1
0.14046,0.17321,0.70347,0.18772,0.33638,0.17202,0.27915,0.1936,0.331,-1
0.19459,0.32405,0.67242,0.17681,0.56452,0.21639,0.50635,0.60681,0.40291,-1
0.12627,1.19785,0.48105,0.43083,0.45756,0.65786,0.06201,0.66596,0.59572,-1
0.26569,0.527,0.55829,0.23946,0.479,0.40587,0.15191,0.17368,0.15267,-1
0.07674,0.20958,0.58858,0.12432,0.30728,0.14441,0.20885,0.69953,0.19509,-1
0.28343,0.91474,0.84323,0.1559,0.81341,0.53302,0.4627,0.47184,0.15803,-1
0.3261,0.14419,0.05995,0.33641,0.41326,0.15477,0.90861,0.55154,0.17961,-1
0.21984,0.23095,0.65988,0.15211,0.30354,0.21597,0.3432,0.1264,0.0825,-1
0.22511,0.32895,0.23256,0.28502,0.44103,0.2238,0.47244,0.51529,0.25712,-1
0.14738,0.13003,0.52476,0.18432,0.32837,0.1795,0.22524,0.41128,0.02647,-1
0.15608,0.46065,0.56665,0.20393,0.36528,0.32013,0.22684,0.3764,0.28445,-1
0.14046,0.22629,0.65831,0.10908,0.42208,0.21909,0.1823,0.34887,0.04289,-1
0.19891,0.11887,0.21451,0.22532,0.19158,0.16137,0.33086,0.77763,0.22771,-1
0.3145,0.39464,0.05254,0.30772,0.49325,0.20967,0.88359,0.23132,0.1797,-1
0.24398,0.49906,0.86175,0.21023,0.50188,0.37481,0.31106,0.07458,0.46083,-1
0.19058,0.38585,0.32479,0.25579,0.55217,0.23173,0.3786,0.13035,0.02195,-1
0.14816,0.29803,0.29457,0.35518,0.58491,0.23997,0.18279,0.3676,0.08522,-1
0.19669,0.56066,0.52897,0.21496,0.47051,0.45001,0.0362,0.38849,0.15368,-1
0.32059,0.16264,0.17186,0.3976,0.35212,0.19669,0.4723,0.6616,0.54223,-1
0.19008,0.25183,0.54669,0.15518,0.36213,0.23225,0.30309,0.60265,0.06621,-1
0.15028,0.55527,0.42785,0.36983,0.65963,0.332,0.24393,0.51976,0.16978,-1
0.11967,0.7352,0.63058,0.21512,0.55711,0.37557,0.19233,0.65936,0.11547,-1
0.15176,0.49126,0.6963,0.16811,0.60226,0.23199,0.55035,0.33166,0.09756,-1
0.0756,0.96116,0.46531,0.19827,0.68127,0.32786,0.21156,0.10421,0.30088,-1
0.10835,0.28,0.5061,0.1283,0.44015,0.30322,0.01077,0.08604,0.37624,-1
0.21563,0.97224,0.67214,0.24051,0.73265,0.53495,0.5114,0.7943,0.09951,-1
0.08848,0.20132,0.5285,0.1129,0.16374,0.24739,0.01715,0.27335,0.39026,-1
0.1722,0.4605,0.12957,0.23484,0.46339,0.38505,0.14364,0.19031,0.01712,-1
0.15744,0.09842,0.42299,0.31589,0.17823,0.14081,0.22528,0.43999,0.13212,-1
0.13047,0.08616,0.4976,0.307,0.24439,0.15986,0.15223,0.18885,0.33504,-1
0.19191,0.29095,0.30319,0.29021,0.4179,0.24639,0.27407,0.60403,0.21943,-1
0.27056,0.16154,0.17469,0.19429,0.28232,0.14553,0.62276,0.11604,0.53137,-1
0.08777,0.23277,0.47076,0.34184,0.3531,0.25731,0.04512,0.19353,0.16722,-1
0.27622,0.66868,0.05108,0.25611,0.64074,0.28784,0.86138,0.07067,0.30223,-1
0.13491,0.37285,0.51714,0.24472,0.48992,0.31141,0.16558,0.01703,0.04525,-1
0.31015,0.47272,0.18478,0.28927,0.52441,0.33382,0.7819,0.76519,0.1279,-1
0.13125,0.95153,0.5791,0.11648,0.49136,0.38021,0.04935,0.17127,0.12733,-1
0.05602,1.07717,0.52249,0.17529,0.75488,0.31901,0.09341,0.09996,0.10282,-1
0.18846,0.36411,0.50499,0.21362,0.50018,0.28544,0.32466,0.66405,0.2884,-1
0.28334,0.43327,0.08718,0.26546,0.44228,0.28091,0.46336,0.57155,0.05273,-1
0.2305,0.34955,0.52825,0.34958,0.40264,0.31116,0.27387,0.18408,0.4741,-1
0.18161,0.11301,0.08885,0.3234,0.2142,0.17319,0.1955,0.23272,0.15966,-1
0.15122,0.40725,0.45855,0.31231,0.47989,0.30201,0.2167,0.26924,0.54638,-1
0.20047,0.863,0.50281,0.15324,0.59068,0.36222,0.35723,0.44909,0.31838,-1
0.13729,0.90883,0.39826,0.30632,0.63518,0.41358,0.05314,0.46305,0.41788,-1
0.3267,0.35607,0.23933,0.38,0.48207,0.35842,0.28905,0.5662,0.27868,-1
0.35807,0.36932,0.77456,0.30764,0.34646,0.29958,0.47846,0.32113,0.6141,-1
0.16763,0.28494,0.46967,0.23602,0.54994,0.21704,0.29998,0.11922,0.21526,-1
0.21784,0.91305,0.55222,0.17661,0.61253,0.6816,0.05256,0.44626,0.13563,-1
0.05905,0.22861,0.37709,0.26479,0.39623,0.144,0.01685,0.13422,0.11411,-1
0.16932,0.29633,0.39033,0.2995,0.4799,0.31433,0.19076,0.53772,0.19129,-1
0.27357,0.15141,0.69855,0.20649,0.2628,0.19123,0.16912,0.59527,0.34426,-1
0.26203,0.57003,0.06467,0.324,0.67964,0.29477,0.45398,0.08451,0.17492,-1
0.08463,0.38139,0.5538,0.13353,0.55562,0.25081,0.21788,0.607,0.0414,-1
0.06883,1.10232,0.26008,0.24192,0.63893,0.43096,0.11679,0.53556,0.15683,-1
0.17801,0.38591,0.51884,0.11656,0.41954,0.27511,0.01776,0.21113,0.04847,-1
0.1423,0.27405,0.51327,0.3865,0.3661,0.48096,0.09488,0.60411,0.01867,-1
0.18468,0.62738,0.86,0.11761,0.53533,0.46041,0.18668,0.42775,0.14889,-1
0.25603,0.23047,0.42342,0.19815,0.54161,0.20065,0.46438,0.10861,0.32717,-1
0.22061,0.3124,0.06608,0.22036,0.52795,0.19143,0.5737,0.22732,0.06771,-1
0.22505,0.55197,0.76724,0.15098,0.59805,0.33557,0.33165,0.19018,0.04205,-1
0.29651,0.58574,0.07302,0.23845,0.68831,0.5905,0.4375,0.72723,0.23227,-1
0.151,0.33735,0.563,0.16022,0.46913,0.21983,0.26312,0.34476,0.16788,-1
0.21072,0.73513,0.57682,0.20875,0.58893,0.47893,0.14512,0.26133,0.23995,-1
0.09526,0.50874,0.66332,0.13376,0.46383,0.34567,0.12466,0.17927,0.29626,-1
0.1528,0.29555,0.70139,0.11662,0.39377,0.3011,0.30186,0.89236,0.21309,-1
0.18894,0.35868,0.58272,0.3162,0.3558,0.37983,0.16208,0.2641,0.3642,-1
0.17587,0.50564,0.05442,0.28369,0.59644,0.25216,0.3408,0.34183,0.07058,-1
0.14315,0.45588,0.58023,0.28056,0.43796,0.32824,0.2182,0.17556,0.18816,-1
0.27615,0.06323,0.28715,0.4382,0.19596,0.18174,0.31274,0.22493,0.5244,-1
0.20511,0.33642,0.0541,0.21726,0.50599,0.19176,0.4364,0.21335,0.23799,-1
0.20651,0.79375,0.54574,0.29438,0.69097,0.39971,0.26337,0.16274,0.33073,-1
0.25103,0.12195,0.46304,0.25935,0.25632,0.22378,0.22509,0.21733,0.35524,-1
0.06121,0.84055,0.39684,0.3003,0.7995,0.50463,0.13787,0.60067,0.40854,-1
0.13486,0.2411,0.52735,0.28281,0.35816,0.30578,0.07946,0.6146,0.3331,-1
0.09569,1.6822,0.46856,0.37576,0.79355,0.69486,0.0949,0.12466,0.52269,-1
0.12891,0.51433,0.51116,0.26059,0.58556,0.29093,0.04053,0.38698,0.32963,-1
0.06768,0.16937,0.45402,0.20712,0.32635,0.16862,0.07448,0.52353,0.17018,-1
0.16593,0.19132,0.38016,0.18905,0.32846,0.15075,0.38505,0.10285,0.38706,-1
0.16822,0.41721,0.54977,0.1185,0.43765,0.33171,0.13223,0.14035,0.06197,-1
0.12733,0.35743,0.65084,0.21518,0.49001,0.2715,0.20295,0.18801,0.44682,-1
0.19534,0.35012,0.35727,0.26493,0.47998,0.20288,0.39696,0.30525,0.32104,-1
0.18824,0.48585,0.52193,0.26173,0.46158,0.36819,0.07626,0.3052,0.24654,-1
0.18284,0.06083,0.43717,0.24209,0.18829,0.09596,0.02941,0.72114,0.04623,-1
0.06174,0.16964,0.59539,0.08611,0.29192,0.17265,0.10686,0.25604,0.20973,-1
0.31457,0.31005,0.49971,0.28441,0.45397,0.23761,0.468,0.17821,0.32879,-1
0.25687,0.76256,0.64958,0.16748,0.65211,0.56706,0.26432,0.3601,0.32341,-1
0.08323,1.26504,0.5153,0.17251,0.77898,0.57582,0.16926,0.45942,0.23799,-1
0.23595,0.28095,0.5098,0.14551,0.29672,0.31355,0.0069,0.60938,0.48607,-1
0.16649,0.94672,0.59028,0.24278,0.67638,0.4425,0.26202,0.20884,0.33808,-1
0.18322,0.67232,0.835,0.20689,0.64484,0.31522,0.50069,0.48677,0.28629,-1
0.20347,0.57319,0.61234,0.26487,0.38689,0.27445,0.49107,0.28703,0.3235,-1
0.3062,0.48568,0.5522,0.26989,0.33259,0.27123,0.13951,0.59337,0.22218,-1
0.16421,0.43343,0.51421,0.2424,0.34089,0.32019,0.04393,0.65461,0.12192,-1
0.05752,0.276,0.44688,0.23872,0.3642,0.1935,0.05645,0.36097,0.00159,-1
0.13358,0.61366,0.50221,0.42622,0.54381,0.47001,0.03353,0.41314,0.41854,-1
0.26277,0.95146,0.57091,0.14623,0.703,0.6309,0.05256,0.29007,0.53882,-1
0.10553,0.10757,0.50342,0.14011,0.24327,0.17805,0.01687,0.22559,0.30548,-1
0.0722,0.13012,0.90837,0.04807,0.26467,0.19238,0.09611,0.18919,0.13926,-1
0.13951,0.39482,0.54357,0.22009,0.34793,0.37059,0.04188,0.17011,0.13336,-1
0.18712,0.30471,0.37686,0.26302,0.4371,0.29198,0.10406,0.74689,0.25473,-1
0.10343,0.27598,0.51902,0.23368,0.52125,0.24164,0.14983,0.25302,0.54642,-1
0.16924,1.23368,0.53583,0.23252,0.69003,0.61889,0.09506,0.05796,0.073,-1
0.07917,0.73061,0.56604,0.13673,0.58529,0.37007,0.06304,0.07635,0.22061,-1
0.08475,0.50417,0.35143,0.28544,0.70459,0.20859,0.22707,0.04486,0.10423,-1
0.11093,0.37302,0.55401,0.09068,0.4864,0.40041,0.08091,0.25696,0.05722,-1
0.10341,0.69094,0.52293,0.09244,0.66996,0.29641,0.01809,0.16241,0.10745,-1
0.27859,0.61545,0.42014,0.26745,0.45244,0.38976,0.34671,0.3833,0.11063,-1
0.27606,0.31717,0.05166,0.24145,0.60849,0.25591,0.73001,0.47281,0.52836,-1
0.23212,0.52687,0.67056,0.2361,0.47963,0.32066,0.06641,0.33044,0.30208,-1
0.18683,0.76647,0.31581,0.29008,0.68318,0.37816,0.25352,0.17403,0.19783,-1
0.29231,0.25946,0.58146,0.24134,0.40335,0.22528,0.21832,0.45579,0.19436,-1
0.16103,0.25193,0.05589,0.28558,0.432,0.15406,0.48913,0.7135,0.10643,-1
0.18699,0.34482,0.70415,0.18655,0.36276,0.29761,0.24947,0.14678,0.10367,-1
0.1731,0.33992,0.82022,0.153,0.52995,0.20627,0.39685,0.13872,0.20227,-1
0.23304,0.61885,0.40259,0.21952,0.56081,0.39508,0.07769,0.3608,0.2926,-1
0.0852,0.3028,0.50123,0.12697,0.49916,0.2676,0.00335,0.33343,0.19697,-1
0.17897,0.57202,0.50305,0.14836,0.58845,0.32939,0.0895,0.32806,0.1526,-1
0.11962,0.3633,0.51871,0.2079,0.56191,0.23638,0.18444,0.17755,0.14373,-1
0.18806,0.94739,0.41946,0.35434,0.65839,0.44758,0.32432,0.33559,0.5995,-1
0.20139,0.41834,0.48403,0.1536,0.6022,0.25232,0.42565,0.27717,0.26987,-1
0.24292,0.37992,0.05308,0.23913,0.58447,0.20388,0.44372,0.30005,0.34459,-1
0.15114,0.32234,0.50774,0.32929,0.35157,0.43542,0.0969,0.08372,0.26771,-1
0.24944,0.33615,0.49842,0.28093,0.52109,0.21817,0.4777,0.13656,0.09636,-1
0.1338,1.5374,0.61863,0.1405,0.89816,0.50321,0.1609,0.23113,0.31234,-1
0.28254,0.61077,0.04984,0.19095,0.56547,0.26967,0.99782,0.21959,0.36213,-1
0.19318,0.47629,0.16492,0.18053,0.67333,0.29651,0.20727,0.39388,0.14503,-1
0.14939,0.64619,0.55187,0.19804,0.53264,0.54538,0.10538,0.39419,0.53932,-1
0.11785,0.29098,0.28446,0.33208,0.39122,0.17593,0.33097,0.58886,0.27881,-1
0.17512,0.19221,0.21541,0.27647,0.32635,0.22064,0.19509,0.25181,0.37946,-1
0.13679,0.23087,0.15155,0.25622,0.49445,0.27439,0.14218,0.62126,0.33137,-1
0.12211,0.2412,0.52365,0.17356,0.3975,0.3189,0.10237,0.75193,0.12187,-1
0.148,1.14069,0.50798,0.31835,0.61918,0.66286,0.10249,0.30779,0.40769,-1
0.07447,0.57681,0.3222,0.16848,0.49136,0.36703,0.10628,0.44646,0.19054,-1
0.12562,0.61593,0.64112,0.10189,0.54013,0.37403,0.0342,0.24254,0.63271,-1
0.16926,0.74216,0.27148,0.29183,0.63914,0.28373,0.49526,0.20395,0.34074,-1
0.168,0.40068,0.07556,0.27843,0.40015,0.25564,0.20293,0.54147,0.18785,-1
0.17968,0.41392,0.22865,0.20637,0.54694,0.22108,0.43387,0.0403,0.11129,-1
0.18573,1.07963,0.55881,0.2313,0.69028,0.49958,0.11346,0.36527,0.25913,-1
0.23782,1.04986,0.29394,0.25729,0.59895,0.36928,0.46099,0.22659,0.08996,-1
0.11496,0.18503,0.58812,0.1129,0.33354,0.25526,0.14247,0.44086,0.08707,-1
0.14381,0.7585,0.72539,0.11824,0.60744,0.39263,0.0958,0.22206,0.33527,-1
0.14306,0.46723,0.46904,0.24959,0.54887,0.3486,0.18812,0.43297,0.34669,-1
0.21715,0.26911,0.76124,0.13862,0.37023,0.29155,0.13309,0.51935,0.50605,-1
0.08591,0.26975,0.50909,0.23452,0.23591,0.18875,0.06675,0.40845,0.07248,-1
0.12744,0.1193,0.67888,0.15648,0.36276,0.12986,0.36747,0.51191,0.09803,-1
0.15092,0.56815,0.28157,0.3215,0.40899,0.24002,0.43101,0.39436,0.32302,-1
0.08358,0.54406,0.47098,0.32471,0.51819,0.57154,0.09717,0.89456,0.2163,-1
0.09025,0.26815,0.46825,0.16967,0.42243,0.15754,0.11361,0.24033,0.17938,-1
0.17439,0.38957,0.53286,0.13984,0.51003,0.25017,0.23016,0.148,0.05932,-1
0.22742,0.36897,0.51383,0.20671,0.4778,0.3602,0.06721,0.13662,0.45065,-1
0.29471,0.71038,0.56861,0.21783,0.64714,0.5275,0.38123,0.33062,0.26696,-1
0.18991,0.51595,0.50889,0.26686,0.62362,0.31379,0.27842,0.14769,0.07291,-1
0.28326,0.28967,0.04995,0.23829,0.42563,0.18536,0.85638,0.31677,0.26739,-1
0.10329,0.22088,0.56369,0.19581,0.42438,0.19617,0.17319,0.23103,0.36937,-1
0.30793,0.36004,0.93994,0.21613,0.53608,0.23785,0.6407,0.30185,0.77281,-1
0.20603,0.45392,0.52548,0.28589,0.42908,0.42972,0.06269,0.37009,0.0506,-1
0.32914,0.25714,0.51421,0.29573,0.43173,0.23372,0.07775,0.38597,0.1545,-1
0.25717,0.19351,0.36969,0.23932,0.36236,0.18444,0.44578,0.23737,0.0514,-1
0.23064,0.39983,0.51227,0.21881,0.46878,0.3647,0.11971,0.46116,0.29216,-1
0.16609,0.1493,0.78576,0.20693,0.30486,0.14518,0.50992,0.63516,0.20577,-1
0.08253,1.73869,0.05918,0.23995,0.80825,0.52228,0.11052,0.0382,0.18051,-1
0.21256,0.63507,0.40212,0.26234,0.67184,0.42577,0.32299,0.59207,0.28527,-1
0.19284,0.28024,0.45915,0.22857,0.33869,0.20082,0.42065,0.34585,0.2743,-1
0.09195,0.61465,0.48353,0.3119,0.52557,0.29245,0.05705,0.25297,0.2803,-1
0.15911,0.1644,0.45743,0.2601,0.39238,0.14399,0.30031,0.21888,0.09189,-1
0.18885,0.62213,0.53353,0.14919,0.50405,0.37694,0.04043,0.25283,0.02412,-1
0.08609,1.20266,0.51438,0.07952,0.67431,0.41485,0.01078,0.28769,0.24749,-1
0.12906,0.3403,0.27187,0.28116,0.52838,0.22053,0.08773,0.1509,0.07726,-1
0.23315,0.24657,0.63265,0.31116,0.31625,0.18889,0.50355,0.22342,0.4237,-1
0.15438,0.29924,0.44311,0.27692,0.48644,0.20611,0.33787,0.1993,0.11712,-1
0.10221,0.21175,0.56964,0.13873,0.26566,0.23813,0.07297,0.78291,0.38105,-1
0.19503,0.42441,0.51122,0.22052,0.52206,0.38505,0.03174,0.64737,0.48436,-1
0.12871,0.33804,0.47717,0.31208,0.53154,0.20773,0.03009,0.18869,0.05343,-1
0.12898,0.94453,0.62152,0.25118,0.54588,0.50502,0.15359,0.26949,0.07116,-1
0.12742,0.45458,0.67432,0.08695,0.42799,0.23605,0.2419,0.44152,0.34631,-1
0.26259,1.26622,0.54029,0.25596,0.73779,0.62045,0.13295,0.59178,0.02942,-1
0.33916,0.33785,0.47489,0.26955,0.51533,0.37811,0.32432,0.59009,0.27869,-1
0.20976,0.28521,0.05084,0.28373,0.35068,0.25996,0.15734,0.22541,0.30439,-1
0.09281,0.45464,0.56943,0.11678,0.42025,0.2455,0.12479,0.12433,0.07928,-1
0.26131,0.11121,0.28212,0.25711,0.37049,0.11972,0.666,0.31436,0.18825,-1
0.08914,0.85002,0.58752,0.12997,0.63072,0.54449,0.08556,0.5323,0.09816,-1
0.1577,0.29666,0.5037,0.18929,0.48006,0.32644,0.07269,0.6026,0.05708,-1
0.22499,0.33552,0.76726,0.16353,0.48337,0.24939,0.37374,0.09502,0.0647,-1
0.14768,0.2264,0.50532,0.15974,0.37477,0.24993,0.09118,0.77757,0.18686,-1
0.2719,0.19003,0.25439,0.35009,0.42473,0.22406,0.16976,0.24811,0.29296,-1
0.20058,0.99956,0.77615,0.19054,0.69441,0.33751,0.53497,0.14659,0.03615,-1
0.12994,0.08115,0.33545,0.36951,0.26629,0.11177,0.27501,0.23939,0.26932,-1
0.21511,1.06089,0.21983,0.37386,0.65424,0.32218,0.56591,0.26409,0.75812,-1
0.38242,0.50054,0.941,0.32589,0.43057,0.31066,0.90275,0.32845,0.56684,-1
0.07346,0.74751,0.70416,0.07744,0.58725,0.63847,0.12589,0.82579,0.16164,-1
0.10896,0.34953,0.50246,0.20832,0.40536,0.26391,0.01062,0.31221,0.21242,-1
0.20293,0.13608,0.11445,0.27982,0.42178,0.15183,0.52358,0.77626,0.26527,-1
0.29209,0.41589,0.38628,0.24833,0.52492,0.31871,0.54011,0.64616,0.09744,-1
0.18681,0.34154,0.76435,0.1404,0.39923,0.26881,0.29259,0.25988,0.12131,-1
0.18038,0.84413,0.93925,0.10439,0.68024,0.6283,0.23564,0.56323,0.09982,-1
0.31348,0.37866,0.85621,0.23938,0.47308,0.22814,0.65694,0.31484,0.51641,-1
0.14559,0.4798,0.74837,0.25186,0.44929,0.3361,0.24363,0.01944,0.01009,-1
0.26154,0.47537,0.0502,0.27434,0.46351,0.22853,0.74594,0.2946,0.12295,-1
0.23711,0.2924,0.05718,0.22687,0.45716,0.18573,0.65486,0.18172,0.48869,-1
